transaction_id,user_id,transaction_amount,transaction_type,timestamp,sender_balance_before,sender_balance_after,receiver_id,is_new_receiver,device_id,is_new_device,latitude,longitude,distance_from_usual_location,ip_address,is_new_ip,transactions_last_1_hour,transactions_last_24_hours,average_transaction_amount,amount_deviation_ratio,failed_transaction_count,qr_transaction,merchant_id,merchant_category,merchant_risk_score,account_age_days,fraud_scenario,is_fraud
TXN85182ED3,USER8485,96964.95,QR,2026-07-07 12:56:42.437770,63718.45,58322.19,USER3397,0,DEV3066,0,18.529636,73.848645,917.7,105.141.39.219,0,4,14,2669.97,2.02,0,1,MER1595,Grocery,0.27,144,NEW_LOCATION,1
TXN91F7EEDA,USER7084,2314.43,QR,2026-07-16 08:39:42.419257,98332.76,96018.33,USER7029,0,DEV9378,1,18.471592,73.989027,10.79,225.19.30.151,0,0,9,3107.86,0.74,0,1,MER4943,Utilities,0.08,1635,LEGITIMATE,0
TXNDA35C8D2,USER4884,6423.7,P2M,2026-07-03 04:03:42.384167,97827.38,91403.68,USER1927,0,DEV7219,1,18.558506,73.805122,2.84,166.20.238.145,0,0,14,4877.23,1.32,1,0,MER4457,Travel,0.02,1918,LEGITIMATE,0
TXN9F6A154D,USER8188,7886.63,P2P,2026-06-14 09:01:42.398477,73550.57,65663.94,USER9815,1,DEV2390,0,18.401645,73.965866,10.8,186.139.212.255,0,2,2,2286.18,3.45,1,0,MER5264,Entertainment,0.16,96,LEGITIMATE,0
TXNC0BD2EE4,USER2799,1245.6,P2M,2026-07-27 20:49:42.392504,88685.94,87440.34,USER8329,0,DEV4118,1,18.556867,73.960268,10.03,124.188.63.144,0,2,1,1122.4,1.11,0,0,MER8561,Utilities,0.29,964,LEGITIMATE,0
TXNFE667BFC,USER6479,8453.8,P2M,2026-06-06 05:12:42.400469,21091.31,12637.51,USER7708,0,DEV8608,0,18.416134,73.775626,13.07,242.239.113.97,1,2,17,601.69,14.05,0,0,MER5726,Restaurant,0.05,1340,LEGITIMATE,0
TXN97519D51,USER3265,5974.74,P2M,2026-07-28 10:30:42.416282,17200.77,11226.03,USER3689,0,DEV9171,1,18.619304,73.936583,5.73,12.18.129.226,0,0,8,1336.3,4.47,1,0,MER2268,Grocery,0.21,1736,LEGITIMATE,0
TXNEE2D456F,USER2471,9102.15,P2P,2026-07-18 01:52:42.397699,46348.73,37246.58,USER1444,1,DEV9758,1,18.405259,73.863979,3.4,253.153.109.250,0,3,7,1599.96,5.69,0,0,MER4883,Grocery,0.03,1283,LEGITIMATE,0
TXN5CB9B558,USER6529,9076.91,P2M,2026-06-22 07:52:42.389655,30066.48,20989.57,USER2410,0,DEV2561,0,18.490255,73.953862,5.57,161.248.3.113,0,3,7,2840.88,3.2,1,0,MER4487,Entertainment,0.19,1363,LEGITIMATE,0
TXN35E3D91E,USER9592,2301.26,QR,2026-06-24 07:48:42.422930,81091.75,78790.49,USER6706,1,DEV9380,0,18.426768,73.805232,15.77,70.112.55.144,0,1,1,1663.83,1.38,0,1,MER5941,Fuel,0.19,48,LEGITIMATE,0
TXN49BDF5C5,USER6453,7168.14,QR,2026-07-19 19:42:42.416366,29682.28,22514.14,USER5970,1,DEV4794,1,18.531742,73.95918,1.07,173.112.178.153,0,0,9,3852.28,1.86,1,1,MER5638,Entertainment,0.13,221,LEGITIMATE,0
TXN0E79FC00,USER1307,568.1,P2M,2026-07-10 17:04:42.435110,22401.02,21832.92,USER9006,0,DEV2112,1,18.599229,73.793518,9.74,29.70.15.58,0,1,9,1079.19,0.53,1,0,MER7329,Travel,0.18,1404,LEGITIMATE,0
TXN8E4CED83,USER6994,6394.26,QR,2026-06-07 03:05:42.389142,34017.12,27622.86,USER1908,0,DEV5800,0,18.490211,73.96192,19.67,25.55.176.26,1,2,1,2003.21,3.19,1,1,MER4909,Entertainment,0.09,1080,LEGITIMATE,0
TXNB3B3BA8A,USER8504,6400.73,QR,2026-06-15 09:08:42.416496,89447.78,83047.05,USER8615,0,DEV8444,0,18.47877,73.816313,11.93,233.15.102.252,0,2,17,3069.27,2.09,0,1,MER3538,Grocery,0.3,966,LEGITIMATE,0
TXNFA626132,USER4224,90003.45,QR,2026-06-23 23:22:42.436504,66021.92,56173.55,USER4440,1,DEV3602,1,18.422468,73.891693,14.95,238.78.27.194,0,0,20,3381.18,2.91,0,1,MER6124,Travel,0.87,1401,QR_FRAUD,1
TXN656B4E68,USER6446,74959.01,QR,2026-07-16 10:19:42.435869,25116.51,15981.97,USER9256,0,DEV9658,0,18.441416,73.812445,0.71,74.136.23.205,0,18,28,3550.36,2.57,1,1,MER1085,Restaurant,0.29,425,HIGH_VELOCITY,1
TXNFBB9AE17,USER3641,54965.61,P2M,2026-06-04 16:48:42.437014,83015.91,79422.15,USER8424,0,DEV9602,0,18.501706,73.762252,16.96,94.233.208.2,0,19,41,4902.59,0.73,1,0,MER5535,Shopping,0.21,134,HIGH_VELOCITY,1
TXN0AAEBCF2,USER7715,5459.03,P2M,2026-08-07 12:18:42.422236,30140.23,24681.2,USER9180,1,DEV5545,0,18.440536,73.946421,4.93,103.255.112.78,0,0,2,866.58,6.3,1,0,MER2902,Grocery,0.19,1761,LEGITIMATE,0
TXN8046ED5E,USER5644,3979.26,P2P,2026-08-01 00:39:42.427161,21276.06,17296.8,USER5759,0,DEV3273,0,18.47789,73.895526,1.77,55.104.69.182,0,4,2,4700.4,0.85,1,0,MER1973,Grocery,0.18,938,LEGITIMATE,0
TXN9CFCFFCF,USER3045,7838.35,P2P,2026-07-09 03:11:42.382583,79576.51,71738.16,USER9724,0,DEV5807,0,18.404362,73.727321,18.0,179.126.239.253,0,1,20,2327.37,3.37,0,0,MER9342,Restaurant,0.04,1200,LEGITIMATE,0
TXNA188B323,USER4538,73275.36,P2M,2026-07-04 22:58:42.438713,18956.7,18704.7,USER1135,0,DEV6849,1,18.431766,73.898734,18.41,126.242.248.252,0,4,7,3669.26,0.07,0,0,MER7109,Entertainment,0.74,1984,MERCHANT_FRAUD,1
TXN939E4AD4,USER5383,964.65,P2P,2026-07-23 05:37:42.399946,12459.49,11494.84,USER2025,0,DEV8559,0,18.401954,73.867144,11.49,2.132.144.209,0,4,10,1265.7,0.76,0,0,MER4619,Utilities,0.3,1580,LEGITIMATE,0
TXN8F381941,USER2197,1554.48,QR,2026-07-18 06:55:42.390800,25443.49,23889.01,USER1688,0,DEV4009,0,18.551556,73.819502,1.3,236.223.155.103,1,4,5,2254.19,0.69,1,1,MER6360,Restaurant,0.08,389,LEGITIMATE,0
TXNAD979B23,USER4460,3031.28,QR,2026-07-05 18:57:42.424450,84619.27,81587.99,USER3921,0,DEV8652,0,18.572308,73.87994,12.55,61.161.34.196,1,1,5,3170.88,0.96,0,1,MER3978,Entertainment,0.26,1885,LEGITIMATE,0
TXN62F5EF18,USER4245,1685.05,P2M,2026-07-18 21:11:42.388032,37728.41,36043.36,USER8431,0,DEV4567,1,18.632782,73.840537,17.81,111.136.207.119,0,3,5,4802.96,0.35,1,0,MER9934,Restaurant,0.04,357,LEGITIMATE,0
TXNFB202C1D,USER1762,134.58,QR,2026-08-05 01:25:42.434815,48473.07,48338.49,USER8957,0,DEV6458,0,18.403357,73.830929,4.03,205.38.183.80,0,3,13,3072.07,0.04,0,1,MER7638,Travel,0.03,1344,LEGITIMATE,0
TXN3B559DF5,USER9801,7842.29,QR,2026-07-17 06:59:42.404661,43499.87,35657.58,USER3434,1,DEV9284,0,18.633248,73.930239,19.44,159.247.131.71,0,4,17,4943.86,1.59,0,1,MER5737,Travel,0.19,935,LEGITIMATE,0
TXN3C491A42,USER1495,8834.89,P2M,2026-07-29 15:21:42.382786,11778.79,2943.9,USER5571,0,DEV5545,1,18.501415,73.858861,5.95,101.229.76.247,0,1,15,2325.06,3.8,1,0,MER2225,Fuel,0.02,938,LEGITIMATE,0
TXNB1FD96E2,USER2008,4498.45,P2P,2026-07-26 00:09:42.407269,97349.36,92850.91,USER3691,0,DEV5664,1,18.606875,73.995425,13.58,68.200.176.120,0,0,11,1261.75,3.57,1,0,MER6466,Entertainment,0.25,1871,LEGITIMATE,0
TXNE222B64E,USER6211,6020.76,QR,2026-07-22 23:59:42.398001,24395.88,18375.12,USER1073,0,DEV8714,0,18.647694,73.74479,3.58,174.18.50.62,0,4,4,4148.63,1.45,0,1,MER2911,Shopping,0.16,73,LEGITIMATE,0
TXND6D88106,USER5938,3435.65,P2P,2026-07-19 19:35:42.393412,22696.2,19260.55,USER2364,0,DEV7871,0,18.626001,73.711066,2.98,208.186.81.165,0,0,1,1098.31,3.13,1,0,MER6853,Restaurant,0.08,1982,LEGITIMATE,0
TXNBAE6589E,USER4345,7380.36,QR,2026-06-07 08:08:42.398302,12551.72,5171.36,USER1391,0,DEV2173,0,18.594976,73.767164,10.08,40.116.159.117,0,1,18,4850.33,1.52,1,1,MER2905,Fuel,0.05,251,LEGITIMATE,0
TXN73903CBA,USER3482,2234.62,P2M,2026-07-06 22:34:42.382160,96363.43,94128.81,USER4526,0,DEV3965,1,18.507763,73.92392,18.22,175.128.99.247,0,2,7,4269.85,0.52,0,0,MER2564,Fuel,0.23,1854,LEGITIMATE,0
TXN251D3F74,USER3845,4197.12,P2P,2026-06-16 02:00:42.432032,32153.51,27956.39,USER4181,0,DEV7809,0,18.424612,73.940587,4.17,45.11.179.22,0,1,9,4626.08,0.91,0,0,MER6818,Travel,0.12,1726,LEGITIMATE,0
TXN035E8B32,USER5550,7865.49,P2M,2026-08-05 13:05:42.390884,76040.3,68174.81,USER6803,0,DEV9648,0,18.570661,73.986472,7.22,67.121.70.4,1,0,18,4971.58,1.58,1,0,MER1063,Shopping,0.09,726,LEGITIMATE,0
TXNF14DFF87,USER8546,3951.07,QR,2026-06-09 22:51:42.433169,65577.61,61626.54,USER8164,0,DEV8527,0,18.629819,73.827051,15.34,77.35.213.6,0,1,12,2154.77,1.83,1,1,MER8006,Utilities,0.03,1599,LEGITIMATE,0
TXNC3FB425A,USER9838,345825.1,QR,2026-06-26 17:35:42.439571,11331.78,3098.53,USER6876,1,DEV9219,1,18.638514,73.758435,1058.12,129.220.255.221,1,13,58,1617.9,5.09,6,1,MER6070,Grocery,0.73,290,MULTI_SIGNAL,1
TXN424B221F,USER1363,44055.92,QR,2026-07-09 12:03:42.438601,93101.71,86173.37,USER6468,1,DEV1611,0,18.402995,73.781777,10.98,17.150.209.23,0,3,14,3360.09,2.06,1,1,MER7745,Grocery,0.77,1775,QR_FRAUD,1
TXNEFC1591F,USER8678,7676.75,QR,2026-05-31 21:21:42.382241,50454.64,42777.89,USER2857,0,DEV4932,0,18.505308,73.864043,14.56,66.114.205.182,0,3,6,3951.94,1.94,1,1,MER3445,Entertainment,0.03,125,LEGITIMATE,0
TXN70E0659A,USER5628,7365.18,P2M,2026-06-12 08:52:42.434122,38641.69,31276.51,USER9057,0,DEV9196,0,18.473265,73.894737,8.42,26.10.175.36,0,3,10,2568.56,2.87,1,0,MER4810,Grocery,0.09,1043,LEGITIMATE,0
TXN84A490C1,USER8883,2110.83,P2M,2026-06-04 10:14:42.397469,44054.41,41943.58,USER7069,0,DEV9329,0,18.548403,73.766058,14.75,23.37.3.80,0,1,15,2455.51,0.86,0,0,MER6920,Utilities,0.22,237,LEGITIMATE,0
TXNA45222D4,USER8966,691.98,QR,2026-07-24 18:52:42.391918,52678.19,51986.21,USER2275,0,DEV2035,0,18.60589,73.921378,18.84,78.9.235.23,0,0,3,1524.49,0.45,1,1,MER3323,Grocery,0.09,1599,LEGITIMATE,0
TXN7CFF587E,USER3748,9835.1,P2P,2026-06-12 10:51:42.428525,72078.19,62243.09,USER3805,0,DEV5789,0,18.517322,73.893659,19.01,152.133.3.214,1,3,17,817.69,12.03,1,0,MER3659,Restaurant,0.01,1001,LEGITIMATE,0
TXN03937B90,USER1326,1940.08,QR,2026-07-27 15:33:42.419383,95536.35,93596.27,USER9273,0,DEV8572,0,18.500239,73.958732,10.11,238.150.228.216,1,0,3,670.72,2.89,0,1,MER3116,Travel,0.15,1971,LEGITIMATE,0
TXN93B67FBB,USER5648,38938.61,P2M,2026-08-07 08:01:42.438421,40034.23,38772.88,USER2051,0,DEV8242,0,18.574842,73.841916,19.68,61.133.210.37,0,0,10,2393.03,0.53,5,0,MER9094,Entertainment,0.09,432,FAILED_ATTEMPTS,1
TXN79C3E2A9,USER8667,3368.48,P2M,2026-07-13 17:27:42.394340,55944.03,52575.55,USER5214,0,DEV6356,0,18.582372,73.846895,13.23,139.249.163.68,1,3,3,1147.0,2.94,1,0,MER8864,Shopping,0.09,1206,LEGITIMATE,0
TXN3A311F01,USER5076,9842.86,P2M,2026-06-17 00:08:42.389376,64554.21,54711.35,USER4750,0,DEV7585,1,18.581297,73.964586,12.88,50.242.78.179,0,1,20,2205.48,4.46,1,0,MER8451,Restaurant,0.29,1463,LEGITIMATE,0
TXNA47CE6B6,USER2484,370.1,QR,2026-08-02 10:57:42.381467,88300.34,87930.24,USER9511,0,DEV6775,0,18.406239,73.82752,10.97,37.149.114.73,0,0,5,873.78,0.42,0,1,MER6925,Entertainment,0.23,1933,LEGITIMATE,0
TXN94FBA101,USER8672,2327.68,P2M,2026-07-23 14:05:42.431244,51714.79,49387.11,USER6944,0,DEV2685,0,18.470674,73.91411,16.75,171.127.238.234,0,4,3,2913.98,0.8,1,0,MER6924,Grocery,0.1,595,LEGITIMATE,0
TXN6D451E5D,USER2504,4596.1,P2M,2026-06-06 01:36:42.415526,44028.42,39432.32,USER8372,0,DEV9196,0,18.618545,73.916553,11.34,165.73.130.126,0,1,8,1217.25,3.78,1,0,MER1326,Restaurant,0.11,1965,LEGITIMATE,0
TXNED9A2E36,USER8395,9141.34,P2M,2026-07-27 17:32:42.400053,68451.94,59310.6,USER2841,0,DEV9716,1,18.57704,73.960741,18.0,1.165.25.68,0,1,14,2518.03,3.63,1,0,MER9053,Shopping,0.14,1368,LEGITIMATE,0
TXNC9705F82,USER4822,543.96,P2P,2026-07-15 20:45:42.417991,75299.63,74755.67,USER2873,0,DEV6293,1,18.401399,73.76176,15.68,15.117.126.32,0,2,15,2144.92,0.25,0,0,MER4635,Shopping,0.23,1264,LEGITIMATE,0
TXN5E9CDF2D,USER1874,3352.3,QR,2026-06-23 18:24:42.424144,24869.59,21517.29,USER1135,1,DEV3210,0,18.558195,73.722522,3.93,193.207.125.226,0,0,4,3144.96,1.07,1,1,MER3493,Fuel,0.01,537,LEGITIMATE,0
TXND0A51E1C,USER1174,7286.56,P2P,2026-06-03 18:45:42.420732,45663.63,38377.07,USER7749,0,DEV4547,1,18.582861,73.815325,16.07,214.141.89.117,0,1,17,3634.83,2.0,1,0,MER1629,Entertainment,0.17,1848,LEGITIMATE,0
TXN6873C1B9,USER3859,937.35,P2P,2026-06-02 17:24:42.412474,40093.6,39156.25,USER1631,0,DEV5952,1,18.608285,73.864513,16.8,171.195.191.250,0,3,19,3762.8,0.25,0,0,MER8417,Utilities,0.26,1249,LEGITIMATE,0
TXNA1C13BFE,USER6317,1110.78,QR,2026-07-10 03:06:42.397193,80781.79,79671.01,USER8217,1,DEV4036,0,18.480095,73.911921,15.35,65.81.189.46,0,0,6,1178.63,0.94,0,1,MER8929,Grocery,0.04,1987,LEGITIMATE,0
TXN1422E828,USER8490,5679.01,P2M,2026-07-26 20:31:42.388878,55396.5,49717.49,USER4070,0,DEV4849,0,18.404389,73.759335,12.72,44.169.236.203,0,0,16,3162.62,1.8,0,0,MER8619,Travel,0.18,1557,LEGITIMATE,0
TXN13EA78E6,USER6168,22706.11,QR,2026-06-21 12:21:42.435948,49623.68,45809.2,USER9216,1,DEV5065,0,18.423779,73.750229,15.82,27.165.206.62,0,3,18,4902.35,0.78,1,1,MER9063,Fuel,0.94,435,QR_FRAUD,1
TXNF16EC7AD,USER5605,4830.27,QR,2026-08-03 21:27:42.432451,70035.43,65205.16,USER9802,0,DEV8788,1,18.595019,73.900061,5.43,164.225.5.176,0,1,12,2861.77,1.69,0,1,MER1174,Travel,0.07,1275,LEGITIMATE,0
TXNFBF6FFF9,USER7380,808.2,P2M,2026-07-18 07:39:42.403233,69642.38,68834.18,USER6403,0,DEV8524,0,18.451128,73.855001,11.38,175.174.38.185,1,0,7,2992.04,0.27,0,0,MER8986,Fuel,0.03,330,LEGITIMATE,0
TXN546246E7,USER3559,9593.32,P2M,2026-07-28 07:39:42.413066,56592.86,46999.54,USER7462,0,DEV1659,0,18.640296,73.892513,12.0,104.47.111.58,1,2,12,2502.24,3.83,0,0,MER1798,Fuel,0.17,1350,LEGITIMATE,0
TXN2104A4AD,USER1646,7200.88,QR,2026-07-15 23:11:42.427121,35597.06,28396.18,USER4387,1,DEV2523,1,18.43863,73.825027,18.48,234.165.125.58,0,2,14,2775.14,2.59,1,1,MER4540,Restaurant,0.16,1677,LEGITIMATE,0
TXN986EF749,USER5406,8077.93,P2P,2026-07-31 00:11:42.422396,68962.28,60884.35,USER1960,0,DEV6435,1,18.408227,73.865825,13.77,92.153.95.173,0,3,14,1594.94,5.06,0,0,MER3185,Restaurant,0.14,1671,LEGITIMATE,0
TXN1BE222A1,USER5542,8225.96,P2P,2026-06-22 17:52:42.380603,73544.04,65318.08,USER3326,0,DEV3156,0,18.403736,73.938539,9.46,89.74.97.249,1,1,16,1279.38,6.43,0,0,MER2324,Utilities,0.28,784,LEGITIMATE,0
TXN3BEE204C,USER3207,2734.9,P2M,2026-06-10 15:11:42.405477,90009.22,87274.32,USER8971,1,DEV7848,0,18.453379,73.966953,2.62,115.6.51.140,1,2,3,2636.15,1.04,1,0,MER3186,Utilities,0.06,93,LEGITIMATE,0
TXN0FB02A7A,USER9565,2397.88,P2M,2026-07-17 12:31:42.391450,94845.73,92447.85,USER6353,0,DEV5926,0,18.555916,73.795173,12.52,158.87.160.154,0,2,20,762.97,3.14,1,0,MER6274,Restaurant,0.27,1196,LEGITIMATE,0
TXNC37E36EE,USER2754,40372.46,QR,2026-08-04 18:10:42.438795,68938.93,61389.06,USER5218,1,DEV4420,0,18.524306,73.984587,0.66,230.51.53.106,0,0,6,1122.49,6.73,1,1,MER6195,Grocery,0.91,1810,QR_FRAUD,1
TXNC554004D,USER1344,2343.67,P2P,2026-06-28 07:56:42.424577,56635.63,54291.96,USER1238,0,DEV6946,0,18.445998,73.742831,14.32,58.59.93.215,0,0,5,3929.64,0.6,0,0,MER1251,Entertainment,0.07,1194,LEGITIMATE,0
TXN5447A0FC,USER5745,8870.85,P2P,2026-07-06 03:12:42.431413,46517.52,37646.67,USER5634,1,DEV5397,1,18.645971,73.783031,2.12,165.195.143.25,0,4,14,4985.54,1.78,0,0,MER8310,Shopping,0.05,581,LEGITIMATE,0
TXN8276255D,USER7326,7977.59,P2P,2026-07-29 09:09:42.431104,49045.79,41068.2,USER1866,0,DEV2051,1,18.56639,73.783374,19.86,182.235.178.175,0,0,12,693.8,11.5,0,0,MER9978,Fuel,0.18,165,LEGITIMATE,0
TXN0FC80A9E,USER6783,6736.49,P2M,2026-06-15 16:52:42.380414,17315.05,10578.56,USER3751,1,DEV8098,0,18.466468,73.915916,17.79,165.248.10.140,0,1,8,4842.15,1.39,1,0,MER2421,Entertainment,0.05,663,LEGITIMATE,0
TXNDD1A25CE,USER3474,8865.41,P2M,2026-07-31 03:04:42.389225,16798.23,7932.82,USER6544,1,DEV4309,0,18.638316,73.780393,2.91,134.136.149.73,1,0,15,4418.38,2.01,0,0,MER6375,Travel,0.16,1055,LEGITIMATE,0
TXN02B1A197,USER9011,9886.55,P2P,2026-06-22 12:22:42.422154,91675.7,81789.15,USER4188,0,DEV5659,1,18.468566,73.885721,3.95,137.171.205.17,0,3,18,871.85,11.34,0,0,MER7773,Travel,0.17,704,LEGITIMATE,0
TXN0296654B,USER6373,8209.7,QR,2026-07-02 16:37:42.398790,91947.83,83738.13,USER9628,1,DEV6415,1,18.552171,73.718259,8.74,145.134.203.158,0,2,11,4061.5,2.02,0,1,MER1735,Shopping,0.15,39,LEGITIMATE,0
TXND3EDD0DD,USER9097,20078.42,QR,2026-06-20 10:34:42.437336,84648.67,81117.93,USER3433,0,DEV9475,0,18.446143,73.976842,3.43,64.219.206.49,0,0,16,914.83,3.86,7,1,MER6284,Entertainment,0.11,904,FAILED_ATTEMPTS,1
TXNDC57782B,USER5169,446280.24,QR,2026-07-19 01:39:42.439483,34725.03,31183.42,USER1027,0,DEV8050,0,18.540337,73.724493,3.93,175.171.235.223,1,2,15,2508.28,177.92,0,1,MER2919,Travel,0.04,978,HIGH_VALUE,1
TXNC4680170,USER1993,281.02,QR,2026-06-19 13:45:42.405294,51441.73,51160.71,USER4065,0,DEV3818,1,18.615933,73.836431,5.15,225.150.215.161,1,0,6,2068.13,0.14,0,1,MER8744,Fuel,0.27,778,LEGITIMATE,0
TXN85CD2C95,USER4297,7483.95,P2M,2026-06-23 07:44:42.427402,87694.52,80210.57,USER7647,1,DEV6139,0,18.619781,73.822149,2.77,102.52.123.5,0,4,12,4423.99,1.69,0,0,MER6616,Fuel,0.25,378,LEGITIMATE,0
TXNB2DE59B7,USER3701,1676.12,QR,2026-06-14 14:32:42.396200,29766.18,28090.06,USER3560,0,DEV7135,0,18.413664,73.867752,0.7,144.75.54.6,0,2,19,2322.12,0.72,1,1,MER3611,Shopping,0.16,578,LEGITIMATE,0
TXN1B88A5C9,USER2127,3525.44,P2P,2026-06-12 08:49:42.397406,31093.78,27568.34,USER5857,0,DEV7026,0,18.48679,73.988753,0.35,120.130.163.247,0,0,10,1120.85,3.15,1,0,MER2997,Restaurant,0.21,691,LEGITIMATE,0
TXN5782DE3E,USER8066,1857.83,P2M,2026-08-08 09:53:42.413022,83186.97,81329.14,USER1420,0,DEV5567,1,18.633405,73.937386,8.54,13.145.57.98,0,1,6,4450.59,0.42,0,0,MER9189,Grocery,0.1,622,LEGITIMATE,0
TXN2E791FFD,USER5714,73149.0,P2M,2026-07-05 23:53:42.439343,82328.62,72466.2,USER6291,0,DEV4441,0,18.595969,73.96703,15.73,203.217.223.98,0,0,16,1028.87,9.59,0,0,MER4290,Entertainment,0.94,938,MERCHANT_FRAUD,1
TXN46AE0162,USER1676,7918.35,QR,2026-07-05 06:11:42.415012,35957.66,28039.31,USER2184,1,DEV7119,1,18.420891,73.855138,10.22,59.127.225.94,0,2,18,1931.79,4.1,0,1,MER2045,Shopping,0.02,1098,LEGITIMATE,0
TXNC7AE846D,USER5600,6662.69,P2M,2026-06-15 17:33:42.425025,37635.02,30972.33,USER9207,0,DEV3432,0,18.642082,73.832401,1.3,143.22.12.34,0,0,12,3812.38,1.75,1,0,MER5902,Utilities,0.24,74,LEGITIMATE,0
TXN800200F1,USER3857,2647.69,P2M,2026-07-25 16:00:42.419423,79539.74,76892.05,USER7084,0,DEV9235,1,18.40026,73.992153,9.58,144.182.238.240,0,3,1,2072.53,1.28,1,0,MER4581,Utilities,0.01,855,LEGITIMATE,0
TXNF947C67A,USER1079,1112.27,QR,2026-07-05 05:26:42.430988,56105.88,54993.61,USER1738,1,DEV2323,0,18.643634,73.822128,18.03,38.84.119.159,0,0,7,3606.57,0.31,1,1,MER1742,Restaurant,0.02,1098,LEGITIMATE,0
TXNE1C05908,USER7795,357902.24,QR,2026-07-23 08:52:42.437152,94339.73,89606.98,USER4085,0,DEV1013,0,18.578608,73.770256,2.02,109.27.248.211,0,1,5,2156.01,166.0,1,1,MER1430,Entertainment,0.21,718,HIGH_VALUE,1
TXN021D0FF7,USER2379,7236.52,P2M,2026-06-12 22:45:42.405114,72757.33,65520.81,USER6698,0,DEV9480,0,18.613652,73.701588,2.17,14.106.179.140,0,3,5,3607.39,2.01,1,0,MER9791,Utilities,0.24,647,LEGITIMATE,0
TXNEE25F446,USER7559,8949.18,P2P,2026-06-20 13:51:42.395091,67015.45,58066.27,USER8033,1,DEV6122,0,18.463112,73.844272,13.2,38.22.206.237,0,2,12,3003.34,2.98,1,0,MER9673,Travel,0.04,1054,LEGITIMATE,0
TXN4AA8C1A4,USER3112,4391.48,P2P,2026-07-10 18:35:42.381552,96609.78,92218.3,USER9893,0,DEV6591,0,18.600113,73.759557,14.33,169.248.161.80,0,1,1,799.75,5.49,0,0,MER6886,Entertainment,0.08,1460,LEGITIMATE,0
TXNA8D88B47,USER6640,6386.4,P2P,2026-07-25 05:11:42.417708,56541.56,50155.16,USER5433,0,DEV4812,1,18.523592,73.770135,12.73,159.160.75.136,0,3,11,797.44,8.01,0,0,MER7055,Travel,0.27,1579,LEGITIMATE,0
TXN3BA1E171,USER8941,1231.14,QR,2026-06-12 07:07:42.422477,36943.11,35711.97,USER7056,1,DEV4599,0,18.449045,73.989795,4.8,26.240.134.160,1,2,3,2680.21,0.46,1,1,MER2675,Travel,0.22,426,LEGITIMATE,0
TXN161C2E2D,USER7314,6551.87,P2P,2026-06-29 02:02:42.418031,58655.86,52103.99,USER3783,0,DEV2624,0,18.622316,73.92956,0.51,35.53.181.2,0,2,16,1903.74,3.44,0,0,MER4763,Grocery,0.23,97,LEGITIMATE,0
TXNEBD5519A,USER5105,5034.53,P2M,2026-07-17 10:43:42.434380,17601.94,12567.41,USER3357,1,DEV5756,1,18.644229,73.967631,8.96,141.198.165.217,0,0,14,1774.11,2.84,1,0,MER8686,Utilities,0.18,1076,LEGITIMATE,0
TXN749DBE5D,USER8964,6668.75,P2P,2026-06-02 01:13:42.396085,32294.7,25625.95,USER1893,0,DEV3448,1,18.518559,73.825048,10.29,197.115.206.209,0,0,18,2300.67,2.9,1,0,MER5909,Travel,0.21,1587,LEGITIMATE,0
TXNAB26027C,USER1087,4938.41,P2P,2026-07-27 20:23:42.415751,17758.26,12819.85,USER5688,0,DEV8046,0,18.558587,73.835424,5.3,176.36.16.229,0,3,18,1181.73,4.18,0,0,MER3400,Utilities,0.16,912,LEGITIMATE,0
TXNFC77B31D,USER4600,574.22,P2M,2026-06-17 05:33:42.401082,55613.36,55039.14,USER1292,0,DEV9033,0,18.595654,73.999414,6.14,153.219.170.92,0,4,14,2136.96,0.27,1,0,MER5277,Entertainment,0.0,1985,LEGITIMATE,0
TXNF848C6CB,USER2232,5134.57,P2P,2026-08-01 17:33:42.393141,86550.95,81416.38,USER9525,1,DEV3585,1,18.58376,73.943107,15.95,87.27.170.75,0,4,12,3253.17,1.58,0,0,MER1019,Restaurant,0.25,1124,LEGITIMATE,0
TXN07D6B6A9,USER4785,7395.15,P2M,2026-07-11 19:25:42.421027,12394.31,4999.16,USER8631,0,DEV2870,1,18.630624,73.843464,19.8,239.133.88.63,1,2,6,2417.11,3.06,1,0,MER9916,Fuel,0.24,1545,LEGITIMATE,0
TXN0CB30647,USER3909,4525.49,P2P,2026-07-18 20:28:42.403141,59253.5,54728.01,USER9231,0,DEV4414,0,18.636517,73.978933,3.64,165.137.247.82,0,0,4,4942.98,0.92,0,0,MER8567,Entertainment,0.05,951,LEGITIMATE,0
TXN930ADB34,USER4605,6314.29,QR,2026-06-23 07:04:42.422277,23279.07,16964.78,USER6938,0,DEV8610,0,18.647453,73.99525,12.83,135.114.98.15,0,0,8,2377.45,2.66,0,1,MER7148,Restaurant,0.07,1522,LEGITIMATE,0
TXN52977E49,USER9131,2377.93,P2M,2026-07-12 18:14:42.412259,82291.42,79913.49,USER5802,0,DEV7021,0,18.471654,73.776962,10.68,221.149.19.2,0,2,1,3859.32,0.62,0,0,MER5410,Travel,0.27,740,LEGITIMATE,0
TXN503DD337,USER2806,8441.6,P2P,2026-06-23 23:25:42.426538,67155.45,58713.85,USER8989,0,DEV4673,1,18.46488,73.93479,6.75,63.59.4.43,0,4,15,3610.42,2.34,0,0,MER2575,Grocery,0.21,1584,LEGITIMATE,0
